interview_id,application_id,candidate_id,interview_type,scheduled_at,completed_at,interview_status,technical_score,communication_score,overall_score,recommendation,feedback
review-clean4-messy-INT-0000134,review-clean4-messy-APP-000074,review-clean4-messy-CAND-02796,Coding Challenge,2026-06-27T14:00:00,2026-06-27T15:00:00,Completed,4.0,,1.6,Hire, Fly although arrive film. 
review-clean4-messy-INT-0000135,review-clean4-messy-APP-000075,review-clean4-messy-CAND-04016,Phone Screen,2026-08-15T13:00:00,,Scheduled,3.6,4.5,2.5,Maybe,Last mouth public.
review-clean4-messy-INT-0000136,review-clean4-messy-APP-000075,review-clean4-messy-CAND-04016,Coding Challenge,08/16T15:00:00/2026,2026-08-16T17:00:00,Completed,N/A,4.0,N/A,Strong Hire,
review-clean4-messy-INT-0000137,review-clean4-messy-APP-000076,review-clean4-messy-CAND-02968, Phone Screen ,2026-06-12T10:00:00,2026-06-12T12:00:00,COMPLETED,,3.7, 2.2 ,Maybe,Throw pattern thousand imagine.
review-clean4-messy-INT-0000138,review-clean4-messy-APP-000077,review-clean4-messy-CAND-01254, Phone Screen ,07/02T16:00:00/2026,2026-07-02T17:00:00,Completed,1.2,,1.8,Leaning No, Near professional fine lead scientist remain down song. 
review-clean4-messy-INT-0000139,review-clean4-messy-APP-000077,review-clean4-messy-CAND-01254,Coding Challenge,07/04T16:00:00/2026,2026-07-04T21:00:00,Cancelled,N/A,, 1.5 ,Leaning No,
review-clean4-messy-INT-0000140,review-clean4-messy-APP-000078,review-clean4-messy-CAND-04275,Phone Screen,2026-06-11T15:00:00,,Scheduled,2.5,4.1,N/A,Hire,Write field situation score contain opportunity.
review-clean4-messy-INT-0000141,review-clean4-messy-APP-000078,review-clean4-messy-CAND-04275,Cultural Fit,2026-06-12T09:00:00,,Completed,foo,N/A, 1.2 ,Leaning No,Image pass toward environment.
review-clean4-messy-INT-0000142,review-clean4-messy-APP-000079,review-clean4-messy-CAND-02213,Phone Screen,2026-07-01T09:00:00,2026-07-01T14:00:00,Completed,N/A,2.2,4.8,Hire,
review-clean4-messy-INT-0000143,review-clean4-messy-APP-000079,review-clean4-messy-CAND-02213,Cultural Fit,2026-07-02T11:00:00,,Completed,3.9,,  ,no hire,Area fill bank peace.
review-clean4-messy-INT-0000144,review-clean4-messy-APP-000079,review-clean4-messy-CAND-02213,technical,07/03T15:00:00/2026,2026-07-03T19:00:00,No hire,1.4,,2.5,Hire,Age will truth security.
review-clean4-messy-INT-0000145,review-clean4-messy-APP-000079,review-clean4-messy-CAND-02213,Final Panel,07/07T09:00:00/2026,2026-07-07T17:00:00,cancelled,4.6,1.7,2.1,Hire, Real behavior arrive send style reduce. 
review-clean4-messy-INT-0000146,review-clean4-messy-APP-000080,review-clean4-messy-CAND-03961,Phone Screen,2026-08-11T14:00:00,2026-08-11T18:00:00,Completed,,1.7,,Hire,Player civil economic son but movie individual.
review-clean4-messy-INT-0000147,review-clean4-messy-APP-000080,review-clean4-messy-CAND-03961,Final Panel,08/14T17:00:00/2026,2026-08-14T20:00:00,Cancelled,2.9,4.5,2.9,Hire, Understand charge base specific green point color. 
review-clean4-messy-INT-0000148,review-clean4-messy-APP-000080,review-clean4-messy-CAND-03961, Technical ,08/15T10:00:00/2026,2026-08-15T16:00:00,Completed,3.4,2.1,foo,Strong Hire,Structure nothing high certainly more place.
review-clean4-messy-INT-0000149,review-clean4-messy-APP-000081,review-clean4-messy-CAND-04854,Phone Screen,2026-06-05T14:00:00,,Scheduled,N/A,2.8,N/A,Leaning No,Of usually beat about generation discover product.
review-clean4-messy-INT-0000150,review-clean4-messy-APP-000081,review-clean4-messy-CAND-04854,Cultural Fit,2026-06-08T16:00:00,2026-06-08T18:00:00,Completed,2.8,,,Hire,
review-clean4-messy-INT-0000151,review-clean4-messy-APP-000082,review-clean4-messy-CAND-02012,Phone Screen,2026-07-06T15:00:00,,cancelled,NaN,4.4,2.0,leaning no,
review-clean4-messy-INT-0000152,review-clean4-messy-APP-000083,review-clean4-messy-CAND-02285,Phone Screen,2026-08-17T16:00:00,2026-08-17T20:00:00,Cancelled,4.5, 3.7 ,1.8,Hire,
review-clean4-messy-INT-0000153,review-clean4-messy-APP-000084,review-clean4-messy-CAND-01998,Phone Screen,07/05T10:00:00/2026,,No hire,2.4,3.9,3.8,Hire,
review-clean4-messy-INT-0000154,review-clean4-messy-APP-000084,review-clean4-messy-CAND-01998,Phone Screen,07/06T11:00:00/2026,,Scheduled,foo,3.0,3.6,Hire,Vote certain glass far control response and.
review-clean4-messy-INT-0000155,review-clean4-messy-APP-000085,review-clean4-messy-CAND-04669,Phone Screen,2026-08-23T16:00:00,,scheduled,  ,3.0,3.7,Hire,
review-clean4-messy-INT-0000156,review-clean4-messy-APP-000085,review-clean4-messy-CAND-04669, Coding Challenge ,2026-08-25T11:00:00,2026-08-25T13:00:00,Cancelled,2.3,2.2,3.2,Strong Hire,This sort age upon trial way human.
review-clean4-messy-INT-0000157,review-clean4-messy-APP-000086,review-clean4-messy-CAND-03105,Phone Screen,2026-06-28T16:00:00,,Scheduled,2.9,1.1,2.0,No Hire,
review-clean4-messy-INT-0000158,review-clean4-messy-APP-000087,review-clean4-messy-CAND-04050,Phone Screen,08/10T15:00:00/2026,2026-08-10T22:00:00,Completed,3.0,2.3,1.2,Strong Hire,Analysis need community very consider actually.
review-clean4-messy-INT-0000159,review-clean4-messy-APP-000088,review-clean4-messy-CAND-01490,Phone Screen,07/30T12:00:00/2026,,Scheduled,4.9,3.0,1.2,Hire,Suggest though enjoy west human woman.
review-clean4-messy-INT-0000160,review-clean4-messy-APP-000088,review-clean4-messy-CAND-01490,Final Panel,2026-08-01T17:00:00,2026-08-01T23:00:00,Cancelled,3.8,foo,2.3,hire,Among often either base me rock.
review-clean4-messy-INT-0000161,review-clean4-messy-APP-000090,review-clean4-messy-CAND-02789,Phone Screen,2026-08-19T16:00:00,,Scheduled,1.9,NaN,3.0,No Hire, Form hot reach daughter behind home phone. 
review-clean4-messy-INT-0000162,review-clean4-messy-APP-000090,review-clean4-messy-CAND-02789, Phone Screen ,2026-08-21T08:00:00,2026-08-21T16:00:00,Completed, 3.9 ,2.4,,,
review-clean4-messy-INT-0000163,review-clean4-messy-APP-000090,review-clean4-messy-CAND-02789,Technical,2026-08-23T12:00:00,2026-08-23T14:00:00,Completed,  ,  ,,No Hire,Issue care method man meet member.
review-clean4-messy-INT-0000164,review-clean4-messy-APP-000090,review-clean4-messy-CAND-02789,Technical,2026-08-22T14:00:00,2026-08-22T19:00:00,Completed,4.3,1.6,4.9,Hire,
review-clean4-messy-INT-0000165,review-clean4-messy-APP-000091,review-clean4-messy-CAND-02264,Phone Screen,2026-07-04T15:00:00,2026-07-04T18:00:00,Completed,3.5,1.6,4.9,Strong Hire,Probably appear positive those catch option.
review-clean4-messy-INT-0000166,review-clean4-messy-APP-000092,review-clean4-messy-CAND-04233,Phone Screen,07/21T17:00:00/2026,,Scheduled,2.1,,,Leaning No, Yeah son test new. 
review-clean4-messy-INT-0000167,review-clean4-messy-APP-000093,review-clean4-messy-CAND-00702,phone screen,07/02T09:00:00/2026,,Scheduled,4.1,N/A,3.0,Leaning No,Two lot operation.
review-clean4-messy-INT-0000168,review-clean4-messy-APP-000093,review-clean4-messy-CAND-00702,Phone Screen,2026-07-05T17:00:00,2026-07-05T22:00:00,Cancelled,4.9,,NaN,strong hire,Total bag officer address meeting debate building.
review-clean4-messy-INT-0000169,review-clean4-messy-APP-000094,review-clean4-messy-CAND-03330,Phone Screen,2026-07-16T11:00:00,07/16T17:00:00/2026,Completed,,4.0,N/A,Hire,Task minute something she role.
review-clean4-messy-INT-0000170,review-clean4-messy-APP-000094,review-clean4-messy-CAND-03330,Phone Screen,2026-07-19T11:00:00,07/19T17:00:00/2026,Completed,,1.4,4.9,Leaning No,
review-clean4-messy-INT-0000171,review-clean4-messy-APP-000094,review-clean4-messy-CAND-03330,Technical,07/20T12:00:00/2026,,Scheduled,,NaN,,Leaning No,Collection responsibility face available represent business least.
review-clean4-messy-INT-0000172,review-clean4-messy-APP-000095,review-clean4-messy-CAND-01969, Phone Screen ,2026-05-29T10:00:00,,completed,,N/A,1.6,Leaning No,Room whatever do key night open third.
review-clean4-messy-INT-0000173,review-clean4-messy-APP-000095,review-clean4-messy-CAND-01969,HR Round,2026-05-31T09:00:00,2026-05-31T15:00:00,cancelled,N/A,4.0,NaN,, Listen policy star former determine price. 
review-clean4-messy-INT-0000174,review-clean4-messy-APP-000096,review-clean4-messy-CAND-04021,Final Panel,07/01T10:00:00/2026,2026-07-01T12:00:00,Completed,2.1,4.8,,No Hire, Management space eight member military spring. 
review-clean4-messy-INT-0000175,review-clean4-messy-APP-000098,review-clean4-messy-CAND-03313,Final Panel,2026-08-07T16:00:00,,Scheduled,4.7,1.2,4.8,Hire, Security including son here produce or coach. 
review-clean4-messy-INT-0000176,review-clean4-messy-APP-000099,review-clean4-messy-CAND-02509,Phone Screen,2026-08-04T09:00:00,2026-08-04T10:00:00,cancelled,4.7,3.8,foo,Hire, Professional their city town response too set. 
review-clean4-messy-INT-0000177,review-clean4-messy-APP-000099,review-clean4-messy-CAND-02509,Cultural Fit,08/07T10:00:00/2026,,Scheduled,NaN,4.1,3.7,No Hire, Money child health among. 
review-clean4-messy-INT-0000178,review-clean4-messy-APP-000099,review-clean4-messy-CAND-02509,Technical,2026-08-10T15:00:00,2026-08-10T23:00:00,Completed,2.3,4.4,2.3,Hire,Method interview road race story machine important.
review-clean4-messy-INT-0000179,review-clean4-messy-APP-000101,review-clean4-messy-CAND-04350,Phone Screen,05/29T17:00:00/2026,2026-05-29T18:00:00,Cancelled,3.0,1.6,  ,Hire,
review-clean4-messy-INT-0000180,review-clean4-messy-APP-000102,review-clean4-messy-CAND-04509,Phone Screen,2026-06-20T11:00:00,,Scheduled,1.1,NaN,3.3,no hire,
review-clean4-messy-INT-0000181,review-clean4-messy-APP-000102,review-clean4-messy-CAND-04509,HR Round,06/23T10:00:00/2026,06/23T18:00:00/2026,Completed,3.6, 2.0 ,2.3,Hire, Maybe particularly human food necessary look especially. 
review-clean4-messy-INT-0000182,review-clean4-messy-APP-000102,review-clean4-messy-CAND-04509,Final Panel,2026-06-22T13:00:00,,Completed,2.2,3.5,,Leaning No,
review-clean4-messy-INT-0000183,review-clean4-messy-APP-000103,review-clean4-messy-CAND-03718,Phone Screen,2026-08-26T09:00:00,,Offer accepted,,3.6,1.8,No Hire,
review-clean4-messy-INT-0000184,review-clean4-messy-APP-000103,review-clean4-messy-CAND-03718,Coding Challenge,2026-08-27T13:00:00,2026-08-27T14:00:00,Completed,3.8,,4.2,Hire,Off store little chair discuss.
review-clean4-messy-INT-0000185,review-clean4-messy-APP-000104,review-clean4-messy-CAND-02060,Phone Screen,2026-07-25T09:00:00,,Completed,2.7, 2.7 ,,Hire,
review-clean4-messy-INT-0000186,review-clean4-messy-APP-000104,review-clean4-messy-CAND-02060,Coding Challenge,07/27T12:00:00/2026,2026-07-27T17:00:00,Completed,2.0,  ,1.9,Hire,Ball local today raise remember.
review-clean4-messy-INT-0000187,review-clean4-messy-APP-000104,review-clean4-messy-CAND-02060,HR Round,07/27T16:00:00/2026,,Cancelled,,  , 2.0 ,no hire,
review-clean4-messy-INT-0000188,review-clean4-messy-APP-000105,review-clean4-messy-CAND-01578,Phone Screen,2026-06-16T11:00:00,2026-06-16T13:00:00,Completed,NaN,2.5,1.2,No Hire,Pick type record major Mr leader everybody whom.
review-clean4-messy-INT-0000189,review-clean4-messy-APP-000105,review-clean4-messy-CAND-01578,Cultural Fit,2026-06-17T12:00:00,,Scheduled,  ,4.9,3.0,Strong Hire,
review-clean4-messy-INT-0000190,review-clean4-messy-APP-000106,review-clean4-messy-CAND-04390,Phone Screen,2026-08-06T10:00:00,2026-08-06T12:00:00,Completed,,,,hire, Investment follow build security. 
review-clean4-messy-INT-0000191,review-clean4-messy-APP-000107,review-clean4-messy-CAND-01517,Phone Screen,2026-06-17T16:00:00,,Scheduled,3.6,2.2,4.6,No Hire,
review-clean4-messy-INT-0000192,review-clean4-messy-APP-000108,review-clean4-messy-CAND-03967,phone screen,06/27T10:00:00/2026,,scheduled,5.0,,N/A,No Hire, Party green five should single. 
review-clean4-messy-INT-0000193,review-clean4-messy-APP-000109,review-clean4-messy-CAND-04830,Phone Screen,2026-06-28T13:00:00,06/28T15:00:00/2026,completed,,4.4,2.1,Strong Hire,Financial born idea morning interview very.
review-clean4-messy-INT-0000194,review-clean4-messy-APP-000109,review-clean4-messy-CAND-04830,Cultural Fit,06/29T15:00:00/2026,,Scheduled,1.6,3.2,N/A,Leaning No,
review-clean4-messy-INT-0000195,review-clean4-messy-APP-000109,review-clean4-messy-CAND-04830,Phone Screen,2026-07-04T09:00:00,,Cancelled,2.9,,,Hire,
review-clean4-messy-INT-0000196,review-clean4-messy-APP-000109,review-clean4-messy-CAND-04830,Final Panel,07/07T17:00:00/2026,2026-07-07T22:00:00,cancelled,4.8,,2.2,strong hire, Trial anyone western. 
review-clean4-messy-INT-0000197,review-clean4-messy-APP-000110,review-clean4-messy-CAND-04889,Phone Screen,07/04T11:00:00/2026,2026-07-04T15:00:00,Completed,,4.8,  ,no hire, Say stand article book six student. 
review-clean4-messy-INT-0000198,review-clean4-messy-APP-000111,review-clean4-messy-CAND-01591,Phone Screen,2026-07-15T08:00:00,,Completed,foo,2.6,4.6,leaning no,Serve force little police.
review-clean4-messy-INT-0000199,review-clean4-messy-APP-000111,review-clean4-messy-CAND-01591,Phone Screen,07/18T08:00:00/2026,2026-07-18T09:00:00,Cancelled,,,N/A,strong hire,
review-clean4-messy-INT-0000200,review-clean4-messy-APP-000111,review-clean4-messy-CAND-01591,Coding Challenge,2026-07-19T14:00:00,07/19T17:00:00/2026,Cancelled,,1.5,3.0,Strong Hire,
review-clean4-messy-INT-0000201,review-clean4-messy-APP-000112,review-clean4-messy-CAND-02957,Phone Screen,2026-08-18T12:00:00,08/18T15:00:00/2026,Completed,  ,1.5,2.2,Strong Hire,Two certain modern service.
review-clean4-messy-INT-0000202,review-clean4-messy-APP-000112,review-clean4-messy-CAND-02957, Phone Screen ,2026-08-20T17:00:00,2026-08-20T18:00:00,Completed,3.9,,  ,Leaning No,Figure production cold high network.
review-clean4-messy-INT-0000203,review-clean4-messy-APP-000113,review-clean4-messy-CAND-00116,Phone Screen,2026-05-27T09:00:00,2026-05-27T14:00:00,Completed,,1.1,4.0,No Hire,
review-clean4-messy-INT-0000204,review-clean4-messy-APP-000113,review-clean4-messy-CAND-00116,Coding Challenge,05/30T12:00:00/2026,05/30T14:00:00/2026,Completed,2.6,N/A,4.1,No Hire,Pick short job reason western source them.
review-clean4-messy-INT-0000205,review-clean4-messy-APP-000114,review-clean4-messy-CAND-01037,Phone Screen,07/31T13:00:00/2026,2026-07-31T16:00:00,No hire,NaN,4.0, 3.7 ,No Hire,
review-clean4-messy-INT-0000206,review-clean4-messy-APP-000114,review-clean4-messy-CAND-01037, Cultural Fit ,08/03T14:00:00/2026,08/03T16:00:00/2026,Completed,2.7,foo,,Strong Hire,Network author take that just.
review-clean4-messy-INT-0000207,review-clean4-messy-APP-000115,review-clean4-messy-CAND-00447, Phone Screen ,2026-07-20T17:00:00,07/20T23:00:00/2026,Cancelled,N/A,3.7, 3.0 ,No Hire,
review-clean4-messy-INT-0000208,review-clean4-messy-APP-000116,review-clean4-messy-CAND-01035,Phone Screen,2026-08-03T11:00:00,,Scheduled,4.9,4.1,,Hire,Hear thing human would magazine.
review-clean4-messy-INT-0000209,review-clean4-messy-APP-000116,review-clean4-messy-CAND-01035,Coding Challenge,2026-08-04T08:00:00,,Scheduled,3.0,2.0,N/A,Hire,For evening thing generation one throughout.
review-clean4-messy-INT-0000210,review-clean4-messy-APP-000117,review-clean4-messy-CAND-00841,Phone Screen,2026-07-09T08:00:00,,Scheduled,3.2,2.3,3.9,Strong Hire,
review-clean4-messy-INT-0000211,review-clean4-messy-APP-000118,review-clean4-messy-CAND-04703,Phone Screen,2026-08-30T10:00:00,2026-08-30T17:00:00,CANCELLED, 3.4 ,N/A,2.8,Hire,Past join talk.
review-clean4-messy-INT-0000212,review-clean4-messy-APP-000119,review-clean4-messy-CAND-03922,Phone Screen,2026-06-07T10:00:00,,Scheduled,NaN,NaN,,no hire, Plan case carry pick see house. 
review-clean4-messy-INT-0000213,review-clean4-messy-APP-000119,review-clean4-messy-CAND-03922,Coding Challenge,2026-06-10T08:00:00,,Joined,2.5,,3.1,Leaning No,Perhaps as out check most.
review-clean4-messy-INT-0000214,review-clean4-messy-APP-000120,review-clean4-messy-CAND-01511, Phone Screen ,2026-07-24T14:00:00,2026-07-24T19:00:00,Completed,1.6,4.2,3.5,Strong Hire,
review-clean4-messy-INT-0000215,review-clean4-messy-APP-000121,review-clean4-messy-CAND-02069,Phone Screen,2026-06-19T10:00:00,06/19T11:00:00/2026,Completed,,1.4,3.4,Hire,
review-clean4-messy-INT-0000216,review-clean4-messy-APP-000121,review-clean4-messy-CAND-02069,Technical,2026-06-21T14:00:00,06/21T18:00:00/2026,Completed,foo,,NaN,leaning no,
review-clean4-messy-INT-0000217,review-clean4-messy-APP-000122,review-clean4-messy-CAND-00935,Phone Screen,2026-06-15T14:00:00,2026-06-15T18:00:00,Completed,,foo,2.8,Leaning No,
review-clean4-messy-INT-0000218,review-clean4-messy-APP-000122,review-clean4-messy-CAND-00935,Cultural Fit,2026-06-16T14:00:00,2026-06-16T18:00:00,Completed,3.3,N/A,3.4,no hire,
review-clean4-messy-INT-0000219,review-clean4-messy-APP-000123,review-clean4-messy-CAND-03283,HR Round,2026-07-12T10:00:00,,Scheduled,3.3,3.3,3.6,No Hire,News team purpose law themselves.
review-clean4-messy-INT-0000220,review-clean4-messy-APP-000123,review-clean4-messy-CAND-03283,Cultural Fit,2026-07-13T17:00:00,07/13T21:00:00/2026,Completed,2.5,3.3,4.6,strong hire,Catch trial hit indicate design parent huge.
review-clean4-messy-INT-0000221,review-clean4-messy-APP-000124,review-clean4-messy-CAND-04727,Phone Screen,2026-06-18T14:00:00,2026-06-18T17:00:00,Offer accepted,2.1,,3.3,Leaning No,
review-clean4-messy-INT-0000222,review-clean4-messy-APP-000124,review-clean4-messy-CAND-04727,Final Panel,2026-06-20T13:00:00,2026-06-20T14:00:00,Completed,2.0,4.4,2.0,,Environment security able night since against lose.
review-clean4-messy-INT-0000223,review-clean4-messy-APP-000125,review-clean4-messy-CAND-00440, Phone Screen ,06/02T16:00:00/2026,,Completed,,NaN,1.9,Strong Hire,Bank sit none now beyond measure.
review-clean4-messy-INT-0000224,review-clean4-messy-APP-000125,review-clean4-messy-CAND-00440,Technical,2026-06-03T11:00:00,2026-06-03T12:00:00,Completed,2.3,4.9,1.9,Leaning No,Low have check quality everyone benefit fill.
review-clean4-messy-INT-0000225,review-clean4-messy-APP-000125,review-clean4-messy-CAND-00440,Cultural Fit,2026-06-06T08:00:00,2026-06-06T11:00:00,Completed,4.5,4.8,1.5,Maybe,
review-clean4-messy-INT-0000226,review-clean4-messy-APP-000126,review-clean4-messy-CAND-04611,Phone Screen,2026-06-23T10:00:00,,Completed,4.2,1.5,,Leaning No,Fund public investment every.
review-clean4-messy-INT-0000227,review-clean4-messy-APP-000127,review-clean4-messy-CAND-00698,Phone Screen,2026-06-28T11:00:00,,Done,3.9,2.7,NaN,No Hire,Concern service service military popular production live.
review-clean4-messy-INT-0000228,review-clean4-messy-APP-000127,review-clean4-messy-CAND-00698,Technical,06/30T14:00:00/2026,,Completed,1.7,3.1,1.9,leaning no,
review-clean4-messy-INT-0000229,review-clean4-messy-APP-000128,review-clean4-messy-CAND-04572,HR Round,2026-07-04T13:00:00,,Scheduled,,,1.8,Leaning No,Knowledge go sister old already affect.
review-clean4-messy-INT-0000230,review-clean4-messy-APP-000129,review-clean4-messy-CAND-04967,Phone Screen,2026-06-12T15:00:00,2026-06-12T20:00:00,Cancelled,,,2.1,Leaning No,
review-clean4-messy-INT-0000231,review-clean4-messy-APP-000129,review-clean4-messy-CAND-04967, Coding Challenge ,2026-06-14T13:00:00,,Scheduled,4.9,1.3,,No Hire, Field partner possible remain police fill. 
review-clean4-messy-INT-0000232,review-clean4-messy-APP-000130,review-clean4-messy-CAND-01849,Phone Screen,2026-06-29T11:00:00,06/29T14:00:00/2026,completed,1.2,4.2,foo,Strong Hire, Mr price big teacher song company. 
review-clean4-messy-INT-0000233,review-clean4-messy-APP-000130,review-clean4-messy-CAND-01849,Coding Challenge,2026-06-30T14:00:00,2026-06-30T21:00:00,Done,4.7,,2.8,,Rise stop enter partner.
